SP1,SP2,BLOCK_NO,BLOCK_SCORE,E_VALUE,LOCUS_1,LOCUS_2,Ka,Ks,CLUSTER
al,al,7,2088.0,4e-109,16033952,16052664,0.2913,0.9617,1
al,al,60,2389.0,0.0,16044937,16065903,0.0982,0.5301,24
al,al,83,5078.0,1e-45,16036407,16057059,0.5344,1.4233,59
al,al,117,1387.0,3e-146,16038504,16059100,0.1454,0.6097,26
al,at,218,49010.0,0.0,16045141,AT5G56580,0.0024,0.1204,60
al,at,198,9330.0,0.0,16045454,AT5G40440,0.0067,0.1433,61
al,at,193,64683.0,0.0,16039831,AT4G26070,0.0155,0.1508,49
al,at,193,64683.0,0.0,16046024,AT4G26890,0.0843,0.1893,48
al,at,193,64683.0,0.0,16062917,AT4G29810,0.0088,0.1039,62
al,at,162,65180.0,0.0,16047989,AT5G18700,0.0155,0.1004,37
al,at,156,8302.0,0.0,16047493,AT4G08480,0.0951,0.204,87
al,at,133,60155.0,2e-128,16063429,AT3G46140,0.3054,0.9533,63
al,at,107,54203.0,1e-136,16057682,AT2G40500,0.1629,0.2063,86
al,at,107,54203.0,0.0,16037134,AT2G30040,0.0598,0.169,25
al,at,104,2491.0,9e-159,16037134,AT1G07150,0.2675,0.9577,25
al,at,79,62910.0,0.0,16052832,AT3G21220,0.0121,0.165,46
al,at,79,62910.0,0.0,16063573,AT3G13530,0.0089,0.0969,22
al,at,79,62910.0,0.0,16040471,AT3G07980,0.0194,0.0892,64
al,at,79,62910.0,1e-158,16063316,AT3G06230,0.0499,0.1714,65
al,at,42,36370.0,0.0,16062273,AT1G73500,0.0175,0.1492,30
al,at,3,5475.0,0.0,16065136,AT1G32320,0.0471,0.1852,66
al,at,1,22006.0,0.0,16049971,AT1G51660,0.0209,0.146,45
al,at,0,57645.0,7e-138,16056377,AT1G18350,0.0672,0.1954,85
al,ar,239,265.0,0.0,16054923,scaffold00058.200,0.2665,1.45,1
al,ar,54,222.0,0.0,16052664,scaffold00058.200,0.3947,2.1725,1
al,ar,39,561.0,0.0,16062954,scaffold00009.178,0.3044,1.8406,12
al,ar,27,296.0,5e-127,16033952,scaffold00058.200,0.3771,1.9434,1
al,br,718,17351.0,0.0,16045141,Brara.J01087,0.0262,0.4112,60
al,br,718,17351.0,0.0,16036364,Brara.J00962,0.1227,0.3999,36
al,br,709,712.0,6e-179,16059100,Brara.I03385,0.1535,0.7075,26
al,br,699,3046.0,0.0,16059100,Brara.G01199,0.0951,0.3565,26
al,br,683,6318.0,0.0,16036364,Brara.C01316,0.135,0.4906,36
al,br,670,8333.0,0.0,16036364,Brara.B01346,0.1342,0.3449,36
al,br,656,1082.0,3e-177,16059100,Brara.A02144,0.1424,0.7381,26
al,br,630,5075.0,0.0,16039831,Brara.K00161,0.076,0.4164,49
al,br,596,11713.0,0.0,16046024,Brara.H01537,0.1508,0.4395,48
al,br,570,5153.0,0.0,16045454,Brara.D01065,0.0321,0.3831,61
al,br,563,875.0,2e-127,16039831,Brara.C01226,0.395,0.0,49
al,br,545,21871.0,0.0,16046024,Brara.A01673,0.1431,0.3921,48
al,br,541,21725.0,0.0,16062917,Brara.A00760,0.0512,0.5695,62
al,br,536,28286.0,0.0,16047989,Brara.J01700,0.0429,0.298,37
al,br,477,27039.0,0.0,16047989,Brara.C00843,0.0531,0.3187,37
al,br,438,25946.0,0.0,16038504,Brara.I03385,0.1238,0.5386,26
al,br,432,900.0,5e-172,16038504,Brara.G01199,0.1709,0.7257,26
al,br,425,5912.0,2e-85,16063429,Brara.F01821,0.4856,1.294,63
al,br,409,15189.0,2e-152,16057059,Brara.D00352,0.1838,0.4723,59
al,br,390,3352.0,0.0,16038504,Brara.A02144,0.114,0.6095,26
al,br,348,4178.0,0.0,16037134,Brara.E01316,0.1706,0.5995,25
al,br,343,848.0,0.0,16034602,Brara.E01152,0.0958,0.3912,47
