SP1,SP2,BLOCK_NO,BLOCK_SCORE,E_VALUE,LOCUS_1,LOCUS_2,Ka,Ks,CLUSTER
al,at,72,3942.0,0.0,16058853,AT2G05120,0.0221,0.1211,4
al,br,226,2615.0,0.0,16058853,Brara.C04036,0.0707,0.3398,4
at,br,234,1241.0,0.0,AT2G05120,Brara.C04036,0.0771,0.3586,4
ar,sl,348,229.0,0.0,scaffold00088.123,Solyc07g047860.2,0.3599,1.9508,3
ar,st,320,225.0,0.0,scaffold00088.123,PGSC0003DMC400010909,0.3486,1.791,3
cp,gr,432,226.0,1e-132,evm.TU.supercontig_211.8,Gorai.001G221100,0.2396,1.1029,1
cp,pt,452,506.0,2e-13,evm.TU.supercontig_211.10,Potri.014G165200,0.4098,0.8379,1
cp,ta,246,538.0,2e-137,evm.TU.supercontig_211.8,Thecc1EG002334,0.2226,1.0575,1
fv,gm,524,698.0,0.0,mrna21604,Glyma.14G008200,0.2329,1.141,2
fv,gm,378,659.0,0.0,mrna21604,Glyma.02G305200,0.2328,1.1395,2
fv,lj,85,452.0,0.0,mrna21604,chr2.CM0191.150.nc,0.2386,1.108,2
fv,mt,228,573.0,0.0,mrna21604,Medtr5g097260,0.2431,1.1743,2
fv,rc,157,272.0,0.0,mrna21604,29597.m000280,0.2364,1.1614,2
gm,gm,253,12961.0,0.0,Glyma.02G305200,Glyma.14G008200,0.0218,0.0832,2
gm,lj,697,1456.0,0.0,Glyma.14G008200,chr2.CM0191.150.nc,0.0866,0.4011,2
gm,lj,75,1258.0,0.0,Glyma.02G305200,chr2.CM0191.150.nc,0.091,0.3823,2
gm,mt,812,13651.0,0.0,Glyma.14G008200,Medtr5g097260,0.1019,0.4652,2
gm,mt,108,10186.0,0.0,Glyma.02G305200,Medtr5g097260,0.107,0.4378,2
gm,rc,105,317.0,0.0,Glyma.02G305200,29597.m000280,0.2733,1.1356,2
gm,rc,1165,316.0,0.0,Glyma.14G008200,29597.m000280,0.2694,1.1607,2
gr,pt,61,1649.0,3e-09,Gorai.001G221100,Potri.014G165200,0.2625,0.7871,1
gr,pt,18,430.0,0.0,Gorai.001G221100,Potri.002G217700,0.1785,0.7592,1
gr,ta,0,4717.0,0.0,Gorai.001G221100,Thecc1EG002334,0.0719,0.2801,1
lj,mt,148,1267.0,0.0,chr2.CM0191.150.nc,Medtr5g097260,0.0998,0.4325,2
mt,rc,417,275.0,0.0,Medtr5g097260,29597.m000280,0.2793,1.1992,2
os,zm,271,14786.0,0.0,LOC_Os03g12450,GRMZM2G058374,0.1139,0.6677,5
pt,pt,199,285.0,2e-20,Potri.002G217700,Potri.014G165200,0.148,0.2558,1
pt,pt,190,2925.0,2e-20,Potri.002G221300,Potri.014G165200,0.1534,0.2745,1
pt,pt,131,304.0,0.0,Potri.002G217700,Potri.002G221300,0.0028,0.0156,1
pt,ta,706,5019.0,4e-12,Potri.014G165200,Thecc1EG002334,0.2948,0.7426,1
pt,ta,129,1380.0,0.0,Potri.002G221300,Thecc1EG002334,0.184,0.7993,1
sl,st,320,3193.0,0.0,Solyc07g047860.2,PGSC0003DMC400010909,0.0193,0.0709,3
sl,vv,389,1326.0,0.0,Solyc07g047860.2,GSVIVT01030051001,0.22,1.1326,3
st,vv,466,739.0,0.0,PGSC0003DMC400010909,GSVIVT01030051001,0.2169,1.0547,3
